INV	1262304604	1	node3	2
INV	1262304704	1	node3	4
INV	1262304804	1	node3	5
INV	1262304904	1	node3	7
INV	1262305004	1	node3	9
INV	1262305104	1	node3	10
INV	1262305204	1	node3	10
INV	1262305304	1	node3	10
INV	1262305404	1	node3	10
INV	1262305504.0878	1	node3	10
INV	1262305604.0878	1	node3	10
INV	1262305704.0878	1	node3	10
INV	1262305804.0878	1	node3	10
INV	1262305904.0878	1	node3	10
INV	1262306004.0878	1	node3	10
INV	1262306104.0878	1	node3	10
INV	1262306204.0878	1	node3	10
INV	1262306304.0878	1	node3	10
INV	1262306404.0878	1	node3	10
INV	1262306504.0878	1	node3	10
INV	1262306604.0878	1	node3	10
INV	1262306704.0878	1	node3	10
INV	1262306804.0878	1	node3	10
INV	1262306904.0878	1	node3	10
INV	1262307004.0878	1	node3	10
INV	1262307104.0878	1	node3	10
INV	1262307204.0878	1	node3	10
INV	1262307304.0878	1	node3	10
INV	1262307404.0878	1	node3	10
INV	1262307504.0878	1	node3	10
INV	1262307604.0878	1	node3	10
INV	1262307704.0878	1	node3	10
INV	1262307804.0878	1	node3	10
INV	1262307904.0878	1	node3	10
INV	1262308004.0878	1	node3	10
INV	1262308104.0878	1	node3	10
INV	1262308204.0878	1	node3	10
INV	1262308304.0878	1	node3	10
INV	1262308404.0878	1	node3	10
INV	1262308504.0878	1	node3	10
INV	1262308604.0878	1	node3	10
INV	1262308704.0878	1	node3	10
INV	1262308804.0878	1	node3	10
INV	1262308904.0878	1	node3	10
INV	1262304704	11	node1	1
INV	1262304804	11	node1	3
INV	1262304904	11	node1	7
INV	1262305004	11	node1	9
INV	1262305104	11	node1	9
INV	1262305204	11	node1	9
INV	1262305304	11	node1	9
INV	1262305404	11	node1	9
INV	1262305504	11	node1	9
INV	1262305604	11	node1	9
INV	1262305704	11	node1	9
INV	1262305704	11	node3	1
INV	1262305804	11	node1	10
INV	1262305904	11	node1	10
INV	1262306061.046	11	node1	10
INV	1262306292.2228	11	node1	6
INV	1262306292.2228	11	node3	4
INV	1262306392.2228	11	node1	10
INV	1262306492.2228	11	node1	10
INV	1262306592.2228	11	node1	10
INV	1262306692.2228	11	node1	8
INV	1262306692.2228	11	node3	2
INV	1262306792.2228	11	node1	8
INV	1262306792.2228	11	node3	2
INV	1262306892.2228	11	node3	8
INV	1262306892.2228	11	node1	2
INV	1262306992.2228	11	node1	7
INV	1262306992.2228	11	node3	3
INV	1262307092.2228	11	node1	10
INV	1262307192.2228	11	node1	10
INV	1262307292.2228	11	node1	10
INV	1262307392.2228	11	node1	9
INV	1262307392.2228	11	node3	1
INV	1262307492.2228	11	node1	9
INV	1262307492.2228	11	node3	1
INV	1262307592.2228	11	node1	10
INV	1262307692.2228	11	node1	10
INV	1262307792.2228	11	node1	10
INV	1262307892.2228	11	node1	10
INV	1262307992.2228	11	node1	10
INV	1262308092.2228	11	node1	10
INV	1262308192.2228	11	node1	10
INV	1262308292.2228	11	node1	10
INV	1262308549.9383	11	node1	10
INV	1262308649.9383	11	node1	10
INV	1262308900.8742	11	node1	10
INV	1262304904	12	node1	1
INV	1262305004	12	node1	1
INV	1262305104	12	node1	7
INV	1262305204	12	node1	10
INV	1262305304	12	node1	10
INV	1262305404	12	node1	10
INV	1262305504	12	node1	10
INV	1262305604	12	node1	10
INV	1262305704	12	node1	10
INV	1262305804	12	node1	10
INV	1262305904	12	node1	10
INV	1262306004	12	node1	10
INV	1262306104	12	node1	5
INV	1262306104	12	node3	5
INV	1262306204	12	node1	4
INV	1262306204	12	node3	6
INV	1262306304	12	node1	4
INV	1262306304	12	node3	6
INV	1262306404	12	node1	6
INV	1262306404	12	node3	4
INV	1262306504	12	node1	10
INV	1262306604	12	node1	10
INV	1262306704	12	node1	10
INV	1262306804	12	node1	10
INV	1262306904	12	node1	10
INV	1262307004	12	node1	10
INV	1262307104	12	node1	10
INV	1262307204	12	node1	10
INV	1262307304	12	node3	4
INV	1262307304	12	node1	6
INV	1262307404	12	node1	6
INV	1262307404	12	node3	4
INV	1262307504	12	node1	6
INV	1262307504	12	node3	4
INV	1262307604	12	node1	10
INV	1262307704	12	node3	4
