INV	1262304604	node3	2
INV	1262304704	node3	4
INV	1262304804	node3	5
INV	1262304904	node3	7
INV	1262305004	node3	9
INV	1262305104	node3	10
INV	1262305294.5748	node3	10
INV	1262305394.5748	node3	10
INV	1262305494.5748	node3	10
INV	1262305594.5748	node3	10
INV	1262305694.5748	node3	10
INV	1262305794.5748	node3	10
INV	1262305894.5748	node3	10
INV	1262305994.5748	node3	10
INV	1262306094.5748	node3	10
INV	1262306194.5748	node3	10
INV	1262306294.5748	node3	10
INV	1262306394.5748	node3	10
INV	1262306494.5748	node3	10
INV	1262306594.5748	node3	10
INV	1262306694.5748	node3	10
INV	1262306794.5748	node3	10
INV	1262306894.5748	node3	10
INV	1262306994.5748	node3	10
INV	1262307094.5748	node3	10
INV	1262307194.5748	node3	10
INV	1262307294.5748	node3	10
INV	1262307394.5748	node3	10
INV	1262307494.5748	node3	10
INV	1262307594.5748	node3	10
INV	1262307694.5748	node3	10
INV	1262307794.5748	node3	10
INV	1262307894.5748	node3	10
INV	1262307994.5748	node3	10
INV	1262308094.5748	node3	10
INV	1262308194.5748	node3	10
INV	1262308294.5748	node3	10
INV	1262308394.5748	node3	10
INV	1262308494.5748	node3	10
INV	1262308594.5748	node3	9
INV	1262308694.5748	node3	9
INV	1262308913.4934	node3	9
INV	1262304604	node1	2
INV	1262304704	node1	4
INV	1262304804	node1	4
INV	1262304904	node1	4
INV	1262305004	node1	4
INV	1262305004	node3	3
INV	1262305104	node1	4
INV	1262305104	node3	3
INV	1262305204	node1	4
INV	1262305204	node3	3
INV	1262305304	node1	10
INV	1262305404	node1	10
INV	1262305504	node1	10
INV	1262305604	node1	10
INV	1262305704	node1	10
INV	1262305804	node1	10
INV	1262305904	node1	10
INV	1262306004	node1	10
INV	1262306266.5315	node1	10
INV	1262306366.5315	node1	5
INV	1262306366.5315	node3	5
INV	1262306466.5315	node1	7
INV	1262306466.5315	node3	3
INV	1262306566.5315	node1	10
INV	1262306666.5315	node1	10
INV	1262306766.5315	node1	6
INV	1262306766.5315	node3	4
INV	1262306866.5315	node3	5
INV	1262306866.5315	node1	5
INV	1262306966.5315	node3	5
INV	1262306966.5315	node1	5
INV	1262307066.5315	node3	5
INV	1262307066.5315	node1	5
INV	1262307166.5315	node1	9
INV	1262307166.5315	node3	1
INV	1262307266.5315	node1	9
INV	1262307266.5315	node3	1
INV	1262307366.5315	node1	9
INV	1262307366.5315	node3	1
INV	1262307466.5315	node1	9
INV	1262307466.5315	node3	1
INV	1262307566.5315	node1	9
INV	1262307566.5315	node3	1
INV	1262307666.5315	node1	9
INV	1262307666.5315	node3	1
INV	1262307766.5315	node1	6
INV	1262307766.5315	node3	4
INV	1262307866.5315	node1	6
INV	1262307866.5315	node3	4
INV	1262307966.5315	node1	6
INV	1262307966.5315	node3	4
INV	1262308066.5315	node1	6
INV	1262308066.5315	node3	4
INV	1262308166.5315	node3	4
INV	1262308166.5315	node1	6
INV	1262308266.5315	node3	4
INV	1262308266.5315	node1	6
INV	1262308366.5315	node1	10
INV	1262308466.5315	node1	8
INV	1262308466.5315	node3	2
INV	1262308566.5315	node1	8
INV	1262308566.5315	node3	2
INV	1262308666.5315	node1	10
INV	1262308766.5315	node1	10
INV	1262308866.5315	node3	2
INV	1262308866.5315	node1	8
INV	1262308966.5315	node1	7
INV	1262308966.5315	node3	3
INV	1262304804	node1	4
INV	1262304904	node1	4
INV	1262305004	node1	4
INV	1262305004	node3	4
INV	1262305104	node1	4
INV	1262305104	node3	4
INV	1262305204	node1	4
INV	1262305204	node3	4
INV	1262305304	node3	4
INV	1262305304	node1	6
INV	1262305404	node1	9
INV	1262305404	node3	1
INV	1262305504	node1	10
INV	1262305604	node1	10
INV	1262305704	node1	10
INV	1262305804	node1	10
INV	1262305904	node1	10
INV	1262306004	node1	10
INV	1262306104	node1	10
INV	1262306204	node1	10
INV	1262306304	node1	10
INV	1262306404	node1	10
INV	1262306504	node1	8
INV	1262306504	node3	2
INV	1262306604	node1	7
INV	1262306604	node3	3
INV	1262306704	node1	7
INV	1262306704	node3	3
INV	1262306804	node1	7
INV	1262306804	node3	3
INV	1262306904	node1	10
INV	1262307004	node1	9
INV	1262307004	node3	1
INV	1262307104	node3	6
INV	1262307104	node1	4
INV	1262307204	node3	6
INV	1262307204	node1	4
INV	1262307304	node1	10
INV	1262307534.3552	node1	10
INV	1262307634.3552	node1	10
INV	1262307734.3552	node1	10
INV	1262307834.3552	node1	10
INV	1262307934.3552	node1	10
INV	1262308150.9678	node1	10
INV	1262308250.9678	node1	10
INV	1262308532.3974	node1	10
INV	1262308632.3974	node1	9
INV	1262308632.3974	node3	1
INV	1262308732.3974	node1	9
INV	1262308732.3974	node3	1
INV	1262308832.3974	node3	3
INV	1262308832.3974	node1	7
INV	1262308932.3974	node3	3
INV	1262308932.3974	node1	7
INV	1262304704	node1	3
INV	1262304804	node1	4
INV	1262304904	node1	4
INV	1262305004	node1	9
INV	1262305104	node1	9
INV	1262305204	node1	8
INV	1262305204	node3	2
INV	1262305304	node1	7
INV	1262305304	node3	3
INV	1262305404	node1	7
INV	1262305404	node3	3
INV	1262305599.2934	node1	7
INV	1262305599.2934	node3	3
INV	1262305699.2934	node1	10
INV	1262305799.2934	node1	10
INV	1262305899.2934	node1	10
INV	1262305999.2934	node1	10
INV	1262306099.2934	node1	10
INV	1262306199.2934	node1	10
INV	1262306299.2934	node1	10
INV	1262306399.2934	node1	4
INV	1262306399.2934	node3	6
INV	1262306499.2934	node1	6
INV	1262306499.2934	node3	4
INV	1262306599.2934	node1	6
INV	1262306599.2934	node3	4
INV	1262306699.2934	node1	5
INV	1262306699.2934	node3	5
INV	1262306799.2934	node1	5
INV	1262306799.2934	node3	5
INV	1262306899.2934	node1	5
INV	1262306899.2934	node3	5
INV	1262306999.2934	node1	5
INV	1262306999.2934	node3	5
INV	1262307099.2934	node1	5
INV	1262307099.2934	node3	5
INV	1262307199.2934	node1	9
INV	1262307199.2934	node3	1
INV	1262307299.2934	node1	10
INV	1262307399.2934	node1	10
INV	1262307499.2934	node1	10
INV	1262307599.2934	node1	10
INV	1262307699.2934	node3	6
INV	1262307699.2934	node1	4
INV	1262307799.2934	node3	6
INV	1262307799.2934	node1	4
INV	1262307899.2934	node3	6
INV	1262307899.2934	node1	4
INV	1262307999.2934	node3	3
INV	1262307999.2934	node1	7
INV	1262308099.2934	node3	2
INV	1262308099.2934	node1	8
INV	1262308199.2934	node1	10
INV	1262308299.2934	node1	10
INV	1262308399.2934	node1	10
INV	1262308499.2934	node3	2
INV	1262308499.2934	node1	8
INV	1262308599.2934	node3	2
INV	1262308599.2934	node1	8
INV	1262308699.2934	node3	2
INV	1262308699.2934	node1	8
INV	1262308799.2934	node1	8
INV	1262308799.2934	node3	2
INV	1262308899.2934	node1	8
INV	1262308899.2934	node3	2
INV	1262308999.2934	node1	7
INV	1262308999.2934	node3	3
INV	1262304704	node3	2
INV	1262304804	node1	4
INV	1262304804	node3	2
INV	1262304904	node1	4
INV	1262304904	node3	2
INV	1262305004	node1	4
INV	1262305004	node3	4
INV	1262305104	node1	4
INV	1262305104	node3	4
INV	1262305204	node1	4
INV	1262305204	node3	4
INV	1262305304	node1	4
INV	1262305304	node3	4
INV	1262305404	node1	4
INV	1262305404	node3	4
INV	1262305504	node3	10
INV	1262305604	node3	7
INV	1262305604	node1	3
INV	1262305704	node3	7
INV	1262305704	node1	3
INV	1262305804	node3	7
INV	1262305804	node1	3
INV	1262305904	node1	8
INV	1262305904	node3	2
INV	1262306004	node1	9
INV	1262306004	node3	1
INV	1262306104	node1	8
