N83@node1 node1 node2 12300 14428.135799885 2128.1357998848
N73@node1 node1 node2 10800 14428.201600075 3628.2016000748
N265@node1 node1 node2 39600 41473.808399916 1873.8083999157
N71@node1 node1 node2 10500 14428.950000048 3928.9500000477
N165@node1 node1 node2 24600 26764.599900007 2164.5999000072
N93@node1 node1 node2 13800 16222.244999886 2422.2449998856
N521@node1 node1 node2 78000 79495.461899996 1495.4618999958
N397@node1 node1 node2 59400 63534.389100075 4134.3891000748
N43@node1 node1 node2 6300 8184.0464000702 1884.0464000702
N295@node1 node1 node2 44100 47186.128200054 3086.1282000542
N365@node1 node1 node2 54600 57223.991499901 2623.9914999008
N497@node1 node1 node2 74400 77597.677999973 3197.6779999733
N33@node1 node1 node2 4800 0 0
N595@node1 node1 node2 89100 91581.460200071 2481.4602000713
N11@node1 node1 node2 1500 4883.3310000896 3383.3310000896
N597@node1 node1 node2 89400 91581.959199905 2181.9591999054
N63@node1 node1 node2 9300 10778.406500101 1478.4065001011
N565@node1 node1 node2 84600 86193.746900082 1593.7469000816
N543@node1 node1 node2 81300 85099.815000057 3799.8150000572
N53@node1 node1 node2 7800 10778.020400047 2978.0204000473
N533@node1 node1 node2 79800 81802.263999939 2002.263999939
N395@node1 node1 node2 59100 63730.10529995 4630.1052999496
N413@node1 node1 node2 61800 66358.282999992 4558.2829999924
N21@node1 node1 node2 3000 4883.3052000999 1883.3052000999
N511@node1 node1 node2 76500 79495.722300053 2995.7223000526
N319@node1 node1 node2 47700 50440.772399902 2740.7723999023
N341@node1 node1 node2 51000 53337.826900005 2337.8269000053
N433@node1 node1 node2 64800 69211.940099955 4411.9400999546
N339@node1 node1 node2 50700 53337.623899937 2637.6238999367
N51@node1 node1 node2 7500 10778.517699957 3278.5176999569
N353@node1 node1 node2 52800 55246.197299957 2446.1972999573
N343@node1 node1 node2 51300 55246.549700022 3946.5497000217
N411@node1 node1 node2 61500 63534.498800039 2034.4988000393
N333@node1 node1 node2 49800 51842.328099966 2042.328099966
N409@node1 node1 node2 61200 63534.265000105 2334.2650001049
N41@node1 node1 node2 6000 10778.059200048 4778.0592000484
N229@node1 node1 node2 34200 35806.305299997 1606.3052999973
N351@node1 node1 node2 52500 55245.761300087 2745.761300087
N119@node1 node1 node2 17700 19622.753599882 1922.7535998821
N103@node1 node1 node2 15300 19518.907299995 4218.9072999954
N541@node1 node1 node2 81000 85099.02579999 4099.0257999897
N431@node1 node1 node2 64500 66358.523200035 1858.5232000351
N139@node1 node1 node2 20700 22341.836800098 1641.8368000984
N129@node1 node1 node2 19200 22237.58859992 3037.5885999203
N13@node1 node1 node2 1800 4883.7072000504 3083.7072000504
N441@node1 node1 node2 66000 69016.008699894 3016.008699894
N209@node1 node1 node2 31200 34200.0546 3000.0546000004
N331@node1 node1 node2 49500 51842.093699932 2342.0936999321
N439@node1 node1 node2 65700 69015.715800047 3315.7158000469
N509@node1 node1 node2 76200 77597.327100039 1397.3271000385
N61@node1 node1 node2 9000 23548.241300106 14548.241300106
N489@node1 node1 node2 73200 77597.304800034 4397.3048000336
N399@node1 node1 node2 59700 63533.925100088 3833.9251000881
N91@node1 node1 node2 13500 19518.879699945 6018.8796999454
N239@node1 node1 node2 35700 39314.635200024 3614.6352000237
N81@node1 node1 node2 12000 14427.998699903 2427.9986999035
N403@node1 node1 node2 60300 63534.536499977 3234.5364999771
N309@node1 node1 node2 46200 50441.013099909 4241.0130999088
N513@node1 node1 node2 76800 78693.089799881 1893.089799881
N31@node1 node1 node2 4500 13816.131599903 9316.1315999031
N419@node1 node1 node2 62700 65137.814399958 2437.8143999577
N529@node1 node1 node2 79200 81304.788800001 2104.7888000011
N539@node1 node1 node2 80700 85099.495199919 4399.4951999187
N525@node1 node1 node2 78600 81103.377000093 2503.3770000935
N271@node1 node1 node2 40500 44011.46690011 3511.4669001102
N27@node1 node1 node2 3900 6889.1975998878 2989.1975998878
N493@node1 node1 node2 73800 75092.960799932 1292.9607999325
N515@node1 node1 node2 77100 79495.129899979 2395.1298999786
N261@node1 node1 node2 39000 41421.166399956 2421.1663999557
N483@node1 node1 node2 72300 75092.848200083 2792.8482000828
N313@node1 node1 node2 46800 50440.812099934 3640.8120999336
N9@node1 node1 node2 1200 4883.3619000912 3683.3619000912
N223@node1 node1 node2 33300 35806.527899981 2506.5278999805
N569@node1 node1 node2 85200 87405.77579999 2205.7757999897
N17@node1 node1 node2 2400 4884.0311999321 2484.0311999321
N371@node1 node1 node2 55500 59519.387599945 4019.3875999451
N393@node1 node1 node2 58800 63729.872400045 4929.8724000454
N361@node1 node1 node2 54000 55245.955899954 1245.9558999538
N191@node1 node1 node2 28500 31386.855000019 2886.8550000191
N479@node1 node1 node2 71700 75399.631999969 3699.6319999695
N373@node1 node1 node2 55800 63729.707700014 7929.7077000141
N181@node1 node1 node2 27000 29767.59100008 2767.5910000801
N363@node1 node1 node2 54300 56150.336600065 1850.3366000652
N471@node1 node1 node2 70500 72810.786099911 2310.7860999107
N459@node1 node1 node2 68700 71514.93930006 2814.9393000603
N447@node1 node1 node2 66900 69015.883899927 2115.8838999271
N461@node1 node1 node2 69000 71514.308700085 2514.3087000847
N449@node1 node1 node2 67200 69015.92050004 1815.9205000401
N437@node1 node1 node2 65400 69015.415600061 3615.4156000614
N369@node1 node1 node2 55200 57224.104099989 2024.1040999889
N113@node1 node1 node2 16800 19518.658699989 2718.6586999893
N7@node1 node1 node2 900 4883.6893999577 3983.6893999577
N599@node1 node1 node2 89700 91581.652800083 1881.6528000832
N263@node1 node1 node2 39300 41474.682899952 2174.6828999519
N233@node1 node1 node2 34800 36908.756599903 2108.7565999031
N571@node1 node1 node2 85500 88105.841799974 2605.8417999744
N559@node1 node1 node2 83700 85099.414000034 1399.4140000343
N547@node1 node1 node2 81900 85099.370199919 3199.3701999187
N389@node1 node1 node2 58200 63729.75909996 5529.7590999603
N561@node1 node1 node2 84000 85098.979799986 1098.9797999859
N549@node1 node1 node2 82200 85099.317699909 2899.3176999092
N537@node1 node1 node2 80400 83401.974999905 3001.9749999046
