0	2	0	1
0.1	12	0	18
0.2	12	1	34
0.3	5	6	5
0.4	0	12	2
0.5	3	14	0
0.6	5	12	0
0.7	9	10	0
0.8	4	4	0
0.9	5	1	0
1	3	0	0

