N83@node2 node2 node1 12300 13861.017499924 1561.0174999237
N67@node2 node2 node1 9900 11908.00970006 2008.0097000599
N21@node2 node2 node1 3000 4400.0213000774 1400.0213000774
N69@node2 node2 node1 10200 11908.493000031 1708.4930000305
N73@node2 node2 node1 10800 12311.932300091 1511.9323000908
N529@node2 node2 node1 79200 80501.710200071 1301.7102000713
N441@node2 node2 node1 66000 67600.992899895 1600.9928998947
N59@node2 node2 node1 8700 9893.0822999477 1193.0822999477
N411@node2 node2 node1 61500 63234.184999943 1734.1849999428
N23@node2 node2 node1 3300 4994.8334000111 1694.8334000111
N141@node2 node2 node1 21000 22318.246200085 1318.2462000847
N101@node2 node2 node1 15000 16707.92869997 1707.9286999702
N41@node2 node2 node1 6000 7776.4247000217 1776.4247000217
N431@node2 node2 node1 64500 66124.210400105 1624.2104001045
N399@node2 node2 node1 59700 61260.025300026 1560.0253000259
N13@node2 node2 node1 1800 3607.3622000217 1807.3622000217
N511@node2 node2 node1 76500 77808.355099916 1308.3550999165
N241@node2 node2 node1 36000 37842.671299934 1842.6712999344
N95@node2 node2 node1 14100 15422.256999969 1322.2569999695
N31@node2 node2 node1 4500 5698.358700037 1198.358700037
N489@node2 node2 node1 73200 74815.555500031 1615.5555000305
N79@node2 node2 node1 11700 12614.859499931 914.85949993134
N191@node2 node2 node1 28500 29850.292200089 1350.2922000885
N43@node2 node2 node1 6300 7378.2392001152 1078.2392001152
N61@node2 node2 node1 9000 10896.607199907 1896.6071999073
N33@node2 node2 node1 4800 6545.4721999168 1745.4721999168
N57@node2 node2 node1 8400 9893.3508999348 1493.3508999348
N519@node2 node2 node1 77700 78913.03550005 1213.0355000496
N509@node2 node2 node1 76200 78108.843100071 1908.843100071
N521@node2 node2 node1 78000 80108.260999918 2108.260999918
N501@node2 node2 node1 75000 76559.077199936 1559.0771999359
N47@node2 node2 node1 6900 8582.5411000252 1682.5411000252
N81@node2 node2 node1 12000 13418.739099979 1418.7390999794
N49@node2 node2 node1 7200 8582.6856999397 1382.6856999397
N111@node2 node2 node1 16500 17806.215899944 1306.2158999443
N77@node2 node2 node1 11400 12614.361500025 1214.3615000248
N71@node2 node2 node1 10500 11905.318500042 1405.318500042
N211@node2 node2 node1 31500 32961.274800062 1461.2748000622
N555@node2 node2 node1 83100 0 0
N301@node2 node2 node1 45000 46342.579400063 1342.5794000626
N527@node2 node2 node1 78900 80108.103100061 1208.1031000614
N401@node2 node2 node1 60000 61456.155999899 1456.1559998989
N517@node2 node2 node1 77400 78808.867500067 1408.8675000668
N11@node2 node2 node1 1500 3099.2279999256 1599.2279999256
N265@node2 node2 node1 39600 41022.611599922 1422.6115999222
N545@node2 node2 node1 81600 82703.441999912 1103.4419999123
N497@node2 node2 node1 74400 75515.971800089 1115.9718000889
N355@node2 node2 node1 53100 54888.907299995 1788.9072999954
N553@node2 node2 node1 82800 0 0
N327@node2 node2 node1 48900 49852.356800079 952.35680007935
N37@node2 node2 node1 5400 7181.3633000851 1781.3633000851
N397@node2 node2 node1 59400 60855.777100086 1455.7771000862
N387@node2 node2 node1 57900 59225.977999926 1325.9779999256
N29@node2 node2 node1 4200 5698.6131999493 1498.6131999493
N373@node2 node2 node1 55800 57207.87770009 1407.8777000904
N477@node2 node2 node1 71400 73015.336600065 1615.3366000652
N463@node2 node2 node1 69300 70806.22239995 1506.22239995
N19@node2 node2 node1 2700 3664.2418000698 964.24180006981
N243@node2 node2 node1 36300 37842.775000095 1542.7750000954
N377@node2 node2 node1 56400 58319.555000067 1919.5550000668
N253@node2 node2 node1 37800 39333.767400026 1533.7674000263
N105@node2 node2 node1 15600 16610.126499891 1010.1264998913
N507@node2 node2 node1 75900 77421.964099884 1521.964099884
N115@node2 node2 node1 17100 18215.961499929 1115.9614999294
N167@node2 node2 node1 24900 26488.559700012 1588.5597000122
N543@node2 node2 node1 81300 82602.704099894 1302.7040998936
N153@node2 node2 node1 22800 24321.596299887 1521.5962998867
N487@node2 node2 node1 72900 74713.174400091 1813.1744000912
N1@node2 node2 node1 0 1675.3361999989 1675.3361999989
N39@node2 node2 node1 5700 7181.3585999012 1481.3585999012
N443@node2 node2 node1 66300 68105.84920001 1805.8492000103
N235@node2 node2 node1 35100 36659.899100065 1559.8991000652
N203@node2 node2 node1 30300 32142.707600117 1842.7076001167
N385@node2 node2 node1 57600 59843.659100056 2243.6591000557
N413@node2 node2 node1 61800 63235.08859992 1435.0885999203
N407@node2 node2 node1 60900 63234.252500057 2334.2525000572
N323@node2 node2 node1 48300 49496.192800045 1196.192800045
N325@node2 node2 node1 48600 49816.154200077 1216.1542000771
N333@node2 node2 node1 49800 51108.851200104 1308.8512001038
N283@node2 node2 node1 42300 43685.743200064 1385.7432000637
N557@node2 node2 node1 83400 0 0
N295@node2 node2 node1 44100 45405.344799995 1305.3447999954
N503@node2 node2 node1 75300 77111.982500076 1811.9825000763
N285@node2 node2 node1 42600 44290.74819994 1690.7481999397
N169@node2 node2 node1 25200 26822.440500021 1622.440500021
N313@node2 node2 node1 46800 48808.581599951 2008.5815999508
N223@node2 node2 node1 33300 34520.545099974 1220.5450999737
N393@node2 node2 node1 58800 60044.297499895 1244.2974998951
N273@node2 node2 node1 40800 42278.568099976 1478.5680999756
N225@node2 node2 node1 33600 35153.889800072 1553.8898000717
N189@node2 node2 node1 28200 29576.642299891 1376.6422998905
N233@node2 node2 node1 34800 36159.425899982 1359.4258999825
N195@node2 node2 node1 29100 30536.043499947 1436.0434999466
N403@node2 node2 node1 60300 61835.057899952 1535.0578999519
N179@node2 node2 node1 26700 28129.863500118 1429.8635001183
N467@node2 node2 node1 69900 71307.022799969 1407.0227999687
N287@node2 node2 node1 42900 44291.498500109 1391.4985001087
N237@node2 node2 node1 35400 36659.829699993 1259.8296999931
N515@node2 node2 node1 77100 78510.438899994 1410.4388999939
N363@node2 node2 node1 54300 56416.792700052 2116.7927000523
N523@node2 node2 node1 78300 80107.681099892 1807.6810998917
N533@node2 node2 node1 79800 80898.704299927 1098.7042999268
N279@node2 node2 node1 41700 43067.255000114 1367.2550001144
N369@node2 node2 node1 55200 56618.582499981 1418.5824999809
N513@node2 node2 node1 76800 77808.886600018 1008.8866000175
N337@node2 node2 node1 50400 51585.238399982 1185.2383999825
N307@node2 node2 node1 45900 47394.231800079 1494.2318000793
N415@node2 node2 node1 62100 63334.2421 1234.2421000004
N423@node2 node2 node1 63300 65239.876399994 1939.8763999939
N473@node2 node2 node1 70800 72107.396100044 1307.3961000443
N433@node2 node2 node1 64800 66124.480499983 1324.4804999828
N427@node2 node2 node1 63900 65631.039400101 1731.0394001007
N475@node2 node2 node1 71100 72107.453900099 1007.4539000988
N469@node2 node2 node1 70200 71307.879899979 1107.8798999786
N437@node2 node2 node1 65400 66583.550699949 1183.5506999493
N345@node2 node2 node1 51600 52766.641200066 1166.6412000656
N315@node2 node2 node1 47100 48710.226700068 1610.2267000675
N155@node2 node2 node1 23100 24646.324100018 1546.3241000175
N117@node2 node2 node1 17400 18401.791599989 1001.7915999889
N365@node2 node2 node1 54600 56618.593800068 2018.5938000679
N127@node2 node2 node1 18900 20401.613100052 1501.6131000519
N375@node2 node2 node1 56100 58121.120399952 2021.1203999519
N205@node2 node2 node1 30600 32142.926199913 1542.926199913
N245@node2 node2 node1 36600 38336.03760004 1736.0376000404
N537@node2 node2 node1 80400 81795.475699902 1395.4756999016
N239@node2 node2 node1 35700 37352.142999887 1652.1429998875
N215@node2 node2 node1 32100 33717.938499928 1617.9384999275
N177@node2 node2 node1 26400 28129.968499899 1729.9684998989
N199@node2 node2 node1 29700 31350.863600016 1650.8636000156
N217@node2 node2 node1 32400 34260.801599979 1860.8015999794
N257@node2 node2 node1 38400 40434.752799988 2034.7527999878
N183@node2 node2 node1 27300 28433.255000114 1133.2550001144
N459@node2 node2 node1 68700 69796.388999939 1096.388999939
N435@node2 node2 node1 65100 67016.432300091 1916.4323000908
N275@node2 node2 node1 41100 42881.579400063 1781.5794000626
N145@node2 node2 node1 21600 23611.572400093 2011.5724000931
N213@node2 node2 node1 31800 32960.713799953 1160.7137999535
N123@node2 node2 node1 18300 19910.334300041 1610.3343000412
N447@node2 node2 node1 66900 68705.085400105 1805.0854001045
N299@node2 node2 node1 44700 46115.277299881 1415.277299881
N293@node2 node2 node1 43800 45101.812099934 1301.8120999336
N317@node2 node2 node1 47400 48812.388000011 1412.3880000114
N357@node2 node2 node1 53400 54930.246299982 1530.2462999821
N165@node2 node2 node1 24600 26328.746599913 1728.7465999126
N559@node2 node2 node1 83700 0 0
N335@node2 node2 node1 50100 51108.440399885 1008.4403998852
N175@node2 node2 node1 26100 27225.307399988 1125.3073999882
N303@node2 node2 node1 45300 46313.81430006 1013.8143000603
N485@node2 node2 node1 72600 73714.203700066 1114.2037000656
N495@node2 node2 node1 74100 75516.155800104 1416.1558001041
N255@node2 node2 node1 38100 40031.565700054 1931.5657000542
N9@node2 node2 node1 1200 2898.8545999527 1698.8545999527
N417@node2 node2 node1 62400 63638.102600098 1238.1026000977
N465@node2 node2 node1 69600 71106.109899998 1506.1098999977
N457@node2 node2 node1 68400 69796.36590004 1396.3659000397
N383@node2 node2 node1 57300 58724.184299946 1424.1842999458
N197@node2 node2 node1 29400 30536.318900108 1136.3189001083
N259@node2 node2 node1 38700 40434.923399925 1734.9233999252
N419@node2 node2 node1 62700 64238.729500055 1538.7295000553
N429@node2 node2 node1 64200 65729.994800091 1529.9948000908
N381@node2 node2 node1 57000 58524.712300062 1524.7123000622
N539@node2 node2 node1 80700 82104.115499973 1404.1154999733
